Ref,Val,Package,PosX,PosY,Rot,Side
"BRD1","proteus","proteus",98.204000,-162.422000,0.000000,top
"J1","5-146280-3","5-146280-3",222.326200,-77.569060,180.000000,top
"J2","5103308-3","5103308-3",176.030000,-169.250360,0.000000,top
"J3","Conn_01x06","PinHeader_1x06_P2.54mm_Vertical",191.389000,-200.787000,-90.000000,top
"J4","5103308-3","5103308-3",137.823410,-169.250360,0.000000,top
"J7","XH-10AW","JST_XH_S10B-XH-A_1x10_P2.50mm_Horizontal",107.442000,-178.607000,-90.000000,top
"J10","XH-10AW","JST_XH_S10B-XH-A_1x10_P2.50mm_Horizontal",224.028000,-201.107000,90.000000,top
"J13","Conn_01x06","PinHeader_1x06_P2.54mm_Vertical",141.478000,-179.324000,90.000000,top
"M1","Module-wbo-0.3","wbo",155.927000,-182.788000,180.000000,top
"M2","Module-can-0.1","can",167.142663,-184.560502,-90.000000,top
"M3","Module-wbo-0.3","wbo",176.517000,-197.638000,0.000000,top
"M4","Module-can-0.1","can",164.835337,-195.935499,90.000000,top
"U1","FORD60PIN","FORD60PIN",117.161800,-72.212200,0.000000,top
